Tag Value,Owner Reputation,Owner User ID,Owner User Type,Owner Display Name,Is Answered,View Count,Answer Count,Score,Question ID,Last Activity Date,Gold Badges,Silver Badges,Bronze Badges
"vba, ms-access",53,8474607,registered,Sasha Egania,False,9863,2,1,45722295,1709147235,0,1,5
"php, json, laravel, return, laravel-5.1",1461,5908097,registered,John Does Legacy,False,9642,2,0,36351490,1709147235,1,3,11
"java, jasper-reports, ireport",21,1362513,registered,user1362513,False,8546,1,2,10361368,1709147235,0,1,2
"python, reactjs, backend, fastapi, react-fullstack",33,17632130,registered,JackD27,False,16,2,0,78076956,1709147185,0,0,3
"python, astronomy, polar-coordinates, x-axis, polar-plot",1,23498513,registered,AstroK,False,8,0,0,78077017,1709147181,0,0,1
"azure, azure-storage, naming-conventions",2077,1833878,registered,Chris Phillips,False,2712,2,16,65600153,1709147177,1,3,16
javascript,15202,2307753,registered,Deepak Ingole,True,17426,5,29,37676526,1709147162,5,14,33
"android, startactivityforresult, launchmode, onnewintent",48,4067457,registered,James Abuser,False,6,0,0,78077024,1709147141,1,1,5
"android, webauthn, passkey",1005,12285843,registered,Frank,False,68,2,0,78004026,1709147137,0,4,13
"sql, limit",1,5857747,registered,Henrique Paraiba,False,61,1,-2,78069009,1709147126,0,0,1
"c#, arrays, methods",1,22993927,registered,Ausccio,False,48,0,-1,78076831,1709147116,0,0,3
"android, kotlin",135,15694235,registered,android,False,10,1,0,78076795,1709147113,0,1,5
"charts, neo4j, cypher, opencypher",11,7331269,registered,Xiangfeng,False,8,0,0,78077022,1709147110,0,0,1
"c#, authentication, session",29,20240760,registered,Firefly0027,False,12,0,0,78075614,1709147105,0,0,5
"sql, sql-server, case",1,23498101,registered,Scott,False,42,0,0,78076572,1709147101,0,0,1
"javascript, angular, clappr",6369,2752520,registered,Nelson Teixeira,False,13,1,0,78075359,1709147097,3,11,31
"powershell, variables, output, return-code",11,23497402,registered,Herb Farr,True,27,1,1,78075498,1709147084,0,0,1
"mysql, sql, null",2461,496861,registered,codacopia,True,74033,3,30,6947217,1709147069,1,4,16
"php, wordpress, curl, zoho",356,4997935,registered,contemplator,False,13,0,0,78075910,1709147052,0,3,10
"ffmpeg, hardware-acceleration, nvdec",77,10880369,registered,Alex,True,7649,1,0,64175129,1709147039,0,1,6
"javascript, environment-variables, next.js, undefined",1263,11713557,registered,Florie Anstett,True,117230,14,93,66137368,1709147027,1,3,8
"javascript, json, storage, neutralinojs",45,6805814,registered,Ante Olić,True,644,1,4,65095952,1709147014,0,0,5
"r, ggplot2, yaxis",25,7226989,registered,Chris,False,14,0,0,78077012,1709147010,0,1,6
"python, selenium-webdriver, web-scraping, powerbi",3,13024252,registered,livia.madc,False,7,0,0,78077009,1709147001,0,0,1
"python, machine-learning, keras, computer-vision, conv-neural-network",1,23498489,registered,planethunter,False,11,0,-2,78076991,1709146998,0,0,1
"c#, networking, steamworks-api",1,21057456,registered,Ailtairon,False,225,1,0,76809674,1709146997,0,0,1
"javascript, dom-events, single-page-application",967,7042552,registered,wasddd_,True,31811,3,20,53303519,1709146988,1,5,14
rest,7204,210757,registered,user210757,False,12,1,0,78076318,1709146985,2,9,21
"swift, swift-data",1,23498329,registered,Ilmir Nuha,False,13,1,0,78076824,1709146983,0,0,1
"android, kotlin, android-intent, intentfilter",11,23285181,registered,Prakhar_Pathak,False,8,0,0,78077007,1709146983,0,0,4
"twitter-bootstrap, bootstrap-5",53,21235680,registered,ilthignore,False,6,0,0,78077006,1709146982,0,0,5
"django, linux, nginx, deployment",51,19890903,registered,SAVEPALASTINE,False,8,1,0,78076923,1709146979,0,1,7
powershell,214,4921910,registered,NanoNet,False,6,0,0,78077004,1709146978,0,2,10
"java, android, android-studio, gradle, compiler-errors",363,18582529,registered,lisa.smith,True,79153,12,35,72323063,1709146974,1,4,5
"for-loop, ansible, jinja2",11,20937479,registered,seubyto,False,17,1,1,78076467,1709146956,0,0,3
"windows, activemq-artemis",1,23311812,registered,Majkle,False,25,1,0,78072435,1709146946,0,0,1
"c, linked-list, binary-search",21,22157701,registered,fish_brain,False,17,0,0,78076999,1709146885,0,0,3
"javascript, tandem, autodesk-tandem",5,23369079,registered,Prv,False,30,1,0,78065643,1709146881,0,0,1
sql,3,9220317,registered,angelo,False,9,0,-1,78076997,1709146877,0,0,2
"node.js, npm, travis-ci",1,10133115,registered,Edwin Amoo,False,6,0,0,78075224,1709146860,0,0,1
"excel, excel-formula, excel-365",33,16715261,registered,Cody Schram,False,31,0,-3,78075764,1709146851,0,0,6
"javascript, webcam",11,23498436,registered,Wojak S&#225;nchez,False,17,0,1,78076994,1709146836,0,0,1
"group-policy, imaging, sysprep",3,3159321,registered,n8techy,False,5,0,0,78076993,1709146834,0,0,3
java,65,9915945,registered,adveach,False,14,0,0,78076974,1709146831,0,1,7
"java, maven, pom.xml, parent-pom, renovate",135,9396909,registered,maxiangelo,False,20,1,0,78067595,1709146798,0,0,10
enterprise-architect,111,7240992,registered,sixdiamants,True,13,2,0,77995273,1709146797,0,1,4
"asp.net, n-tier-architecture, abp",1,3077155,registered,user3077155,False,26,1,0,78020624,1709146761,0,0,1
azure-powershell,11,19578664,registered,Lee,False,81,1,1,73035342,1709146741,0,0,1
"c++, temporary-objects, visitors",61,7205928,registered,v.p,True,26,1,1,78076911,1709146736,0,1,3
"r, ggplot2, linear-regression",1297,15508081,registered,Gnueghoidune,False,20,1,1,78076648,1709146724,0,3,10
unity-game-engine,1,21834443,registered,Lumoš Lumošovsk&#253;,False,7,0,0,78076983,1709146709,0,0,2
ibm-mq,13,8414891,registered,krach001,False,9,1,0,78076823,1709146703,0,0,3
"google-cloud-storage, gcloud, gsutil",1,9687897,registered,Danilo Hidalgo,False,6,0,0,78076981,1709146694,0,0,1
"python, matplotlib",1404,9357484,registered,Encipher,False,13,0,0,78076931,1709146692,1,3,14
"elasticsearch, google-cloud-platform, google-cloud-monitoring, elastic-cloud",1033,10051167,registered,Yuki Hashimoto,False,14,1,0,78061702,1709146669,0,2,16
"c#, xml, .net-core, dataset, relationship",5731,225394,registered,TonyP,False,27,1,0,78074953,1709146656,2,10,19
"sql, json, blob, oracle19c",95,4401611,registered,sharan jain,False,19,1,0,78076025,1709146632,0,1,8
"scala, unit-testing, mocking",1985,6393275,registered,alex,True,2870,2,1,53310108,1709146610,1,7,19
"python-3.x, algorithm, math, time-complexity, square-root",583,5569828,registered,qxzsilver,True,91,2,3,78063269,1709146589,2,3,17
"java, linux, shell, scripting, sh",24603,35026,registered,maxp,False,17,0,0,78076666,1709146588,3,11,25
"javascript, web-worker, sharedarraybuffer",11,18711172,registered,hakan,True,458,1,1,71912616,1709146581,0,0,1
"ios, reactjs, react-native",1,23496635,registered,M.K,False,16,0,-1,78074690,1709146578,0,0,1
"java, maven, checkstyle",41396,409976,registered,Kevin Meredith,True,4024,2,5,22050579,1709146556,6,13,25
"deep-learning, neural-network, python-chess",9,23497682,registered,Mohammad,False,15,0,0,78075925,1709146543,0,0,2
"javascript, reactjs, next.js, safari, image-optimization",73,15311479,registered,Anthony T,False,37,1,0,78070281,1709146541,0,1,7
gatling,521,464138,registered,Shan,False,113,2,0,74891614,1709146536,1,2,13
"python, tkinter, tkinter-entry",1,23476532,registered,Underflow,False,22,1,-1,78076659,1709146520,0,0,1
"react-native, pagination, react-native-flatlist, infinite-scroll, rtk-query",71,18989455,registered,ttars,False,8,0,0,78076953,1709146503,0,0,6
cmake,25,5471761,registered,Greg,False,5,0,0,78076970,1709146486,0,0,3
"r, shiny, r-markdown, progress-bar, knitr",93,11190448,registered,Seni,False,14,1,0,78076718,1709146485,0,1,7
"python, dll",145,11480455,registered,K_D,False,11,0,-1,78076916,1709146472,0,0,8
"git, github",6111,1615635,registered,DanielLC,True,1023438,58,560,15240815,1709146460,3,4,8
"php, filter, prestashop, action-filter",11,7702567,registered,Silvia Pimenta,False,1223,4,0,43491330,1709146456,0,0,8
"flutter, dart, flutter-dependencies, flutter-video-player",23,23451048,registered,Jesper2908,False,9,0,0,78076967,1709146451,0,0,2
"macos, appintents",861,21318273,registered,Vipul Gupta,False,24,0,4,78065505,1709146450,0,0,7
"algorithm, rust, iterator, naming",1832,3052832,registered,Blue7,False,17,0,0,78076925,1709146440,1,5,18
"python, bokeh",41,17792148,registered,Rajesh Patel,True,38,2,3,78064153,1709146435,0,0,3
"r, confidence-interval, margins",31,11454104,registered,dhaim,False,16,1,0,78076937,1709146395,0,0,2
"ios, flutter, google-maps, cocoapods",67,10896700,registered,Anthony Kalampogias,False,7,0,-1,78076962,1709146388,0,0,9
"php, mysql, wordpress",1,22670802,registered,stefano,False,18,0,-1,78066454,1709146386,0,0,2
"bash, sh",1896,11065874,registered,Amin Ba,True,11,1,0,78076867,1709146374,1,4,16
"python, python-3.x, ubuntu-18.04, singularity-container, neuron-simulator",708,3087783,registered,bidby,True,3366,1,2,62693948,1709146353,1,3,13
"video, drm, widevine, eme",63,3488425,registered,hixe,True,8299,2,6,49509733,1709146340,0,1,4
"c#, security, ssl, certificate, bouncycastle",529,1026093,registered,peter reay,True,74217,11,52,7984945,1709146328,1,3,4
"javascript, laravel-livewire, fpdi",965,6858228,registered,Angel,False,15,0,0,78072620,1709146313,1,3,14
liquibase,71,9107514,registered,rookieprogrammer,False,12,1,0,78076454,1709146283,0,1,7
"ios, flutter, google-maps, cocoapods",67,10896700,registered,Anthony Kalampogias,False,7,0,-1,78076962,1709146388,0,0,9
"php, mysql, wordpress",1,22670802,registered,stefano,False,18,0,-1,78066454,1709146386,0,0,2
"bash, sh",1896,11065874,registered,Amin Ba,True,12,1,0,78076867,1709146374,1,4,16
"python, python-3.x, ubuntu-18.04, singularity-container, neuron-simulator",708,3087783,registered,bidby,True,3366,1,2,62693948,1709146353,1,3,13
"video, drm, widevine, eme",63,3488425,registered,hixe,True,8299,2,6,49509733,1709146340,0,1,4
"c#, security, ssl, certificate, bouncycastle",529,1026093,registered,peter reay,True,74217,11,52,7984945,1709146328,1,3,4
"javascript, laravel-livewire, fpdi",965,6858228,registered,Angel,False,15,0,0,78072620,1709146313,1,3,14
liquibase,71,9107514,registered,rookieprogrammer,False,12,1,0,78076454,1709146283,0,1,7
"javascript, next.js, caching, router, react-server-components",369,6548060,registered,Miriam ,False,18,0,0,78073117,1709146280,1,2,15
"asp.net, asp.net-mvc",3,20818486,registered,eSPeZet,True,460,2,0,74856866,1709146248,0,0,2
"vhdl, modelsim, digital, digital-design",1,15731492,registered,Nima Kolahimahmodi,False,5,0,0,78076951,1709146230,0,0,3
"python, python-3.x, python-import, importerror, pytest",137,5477580,registered,Shinkawa91,True,6187,1,8,37469473,1709146228,0,1,5
"azure-devops, code-coverage",4197,1134076,registered,Dr Schizo,False,6,0,0,78076949,1709146217,1,6,17
"c++, file, io, filestream",117,23206720,registered,SAQ,False,37,0,0,78076946,1709146164,0,0,2
"azure-devops, azure-pipelines, azure-pipelines-yaml",470,1648700,registered,tholesen,True,7571,2,4,70087135,1709146159,0,3,8
"excel, datatables",125,206567,registered,Jefferson,True,183,1,3,77955554,1709146159,1,4,15
"android, ios, core-bluetooth",214,4830531,registered,RobotX,False,25,0,-1,78071522,1709146158,0,2,10
"javascript, json, prism, js-beautify",3408,5236553,registered,Philipp M,False,11,1,0,78076706,1709146112,2,4,16
r,93,19838934,registered,dplyr,True,1351,2,0,73963473,1709146096,0,0,7
"authentication, next.js, google-oauth, middleware, next-auth",1,23470656,registered,user23470656,False,16,0,0,78073210,1709146092,0,0,2
"r, rvest",11,23498222,registered,Ahria Mathos,False,29,0,1,78076662,1709146091,0,0,3
"postgresql, docker, dbeaver",37,21369283,registered,maja kralj,False,7,0,0,78076938,1709146075,0,0,5
"python, user-interface, pyqt6",194,13775706,registered,Michael,False,9,0,0,78076936,1709146041,0,2,13
"python, datetime, pandas, dataframe",5996,3804098,registered,lserlohn,True,554096,12,335,24644656,1709146034,2,5,14
"python, plotly-express",17,12873504,registered,Shawn,False,4,0,0,78076934,1709146008,0,0,6
"angular, rxjs, asyncvalidators",4121,5924007,registered,Pritam Bohra,False,12,0,0,78076933,1709146005,1,9,17
"python, pandas, python-datetime, pandas-datareader",335,5828859,registered,bud fox,False,1560,2,0,46219468,1709146002,0,2,10
"python, rundeck",65,17743990,registered,Sarah20,False,13,1,0,78076362,1709145997,0,1,6
"python-3.x, unzip",1,23498425,registered,Mike Chan,False,7,0,0,78076928,1709145994,0,0,2
"rust, text-rendering, pango, pangocairo",567,9781480,registered,PiFace,False,12,0,-1,78076930,1709145986,0,2,12
"visual-studio-code, blurry",2788,5338888,registered,Jay,True,45774,11,23,51943550,1709145977,2,11,25
"dagger-2, android-testing, dagger-hilt, android-multi-module",152,6738702,registered,Kshitij Patil,False,160,1,0,76634083,1709145960,0,2,9
"java, spring, spring-boot, kotlin, enums",1,23498078,registered,SteveJablonsky91,False,23,0,-1,78076922,1709145957,0,0,1
"r, time, sas, standard-deviation",9,23492854,registered,user23492854,False,32,1,0,78076301,1709145949,0,0,2
"reactjs, typescript, remix.run",3016,727390,registered,Ahmed,False,19,2,0,78076758,1709145921,1,8,23
"go, apache-kafka, cron, consumer, confluent-kafka-go",402,11401388,registered,joao,False,11,0,0,78076900,1709145903,0,3,9
"c#, winforms, .net-4.0",1,23332432,registered,Jos&#233; Rito Portugal Laure&#225;n,False,11,0,0,78076902,1709145901,0,0,2
"gradle, testing, java-11",1511,811293,registered,joseluisbz,False,8,0,0,78075698,1709145897,1,6,20
"python-3.x, django, postgresql",132,19853741,registered,Antony_K,False,14,1,0,78076421,1709145888,0,0,7
"dart, visual-studio-code",2862,309502,registered,kmort,False,19,1,0,78018178,1709145873,1,9,22
"php, laravel, phpunit",14509,4339402,registered,IGP,False,17,0,0,78076847,1709145853,5,13,29
"python, pip, dependencies",9041,61109,registered,Niels Bom,False,13,0,0,78076889,1709145810,3,11,23
"php, html, mysql, connection",17,20895221,registered,JosephE,False,16,0,0,78076921,1709145797,0,0,4
"javascript, python, html, flask",99,11857126,registered,Mohammed Shaheer,False,15,0,0,78076862,1709145795,0,1,7
"ruby, memoization",7644,1197246,registered,Tom Prats,True,2845,3,17,55735695,1709145794,3,10,28
"android, build, gradle, android-studio",5983,989757,registered,TomRichardson,True,190993,24,105,25172006,1709145789,2,8,16
"flutter, oop",1,23498446,registered,Varshan Manish,False,8,0,0,78076896,1709145782,0,0,1
"kotlin, android-jetpack-compose",11,9723075,registered,The Quackiest,False,6,0,0,78076578,1709145780,0,0,3
"html, css, firefox",1345,7919626,registered,NTR,True,112,3,1,78063202,1709145770,1,9,18
"arrays, bash",55985,15622,registered,Paolo Tedesco,True,924232,46,784,3685970,1709145758,8,16,30
"git, ssh, git-submodules",52,12037986,registered,maltebp,True,21,1,0,78074858,1709145743,0,1,3
scheme,3431,1960266,registered,Little,True,49,2,0,58159582,1709145736,1,6,15
interaction-to-next-paint,7456,1661640,registered,AGamePlayer,False,11,1,0,78074162,1709145708,3,9,22
visual-studio-code,15513,4055033,registered,Post Impatica,True,162519,37,68,60232215,1709145701,2,9,23
"flutter, firebase, authentication, firebase-authentication, google-signin",1547,13590970,registered,jbryanh,False,5,0,0,78076912,1709145692,0,3,15
"intellij-idea, gradle",12037,747412,registered,WonderCsabo,True,5501,3,10,24486883,1709145688,3,13,28
"sdk, counting, ip-camera",562,7290225,registered,Adnand,True,2090,2,2,41118434,1709145672,1,5,15
"linux-kernel, driver, ioctl",88,3418979,registered,Silverlord,True,2489,2,0,73079492,1709145658,0,0,7
"c, sdl, collision, rectangles, aabb",11,16427189,registered,Zecksidd,False,13,0,-1,78076905,1709145643,0,0,3
"r, ggplot2, ggridges",113,13356430,registered,braun_tube,False,10,0,0,78076904,1709145627,0,0,3
"firebase, npm",33,18914236,registered,abed,False,9,0,0,78076841,1709145617,0,0,6
"visual-studio, unit-testing, trx, dotnet-test, test-results",89,1157397,registered,Stas,False,76,1,0,77487490,1709145617,0,0,8
"c#, .net-core, dependency-injection",31,23060937,registered,Nick1991,False,16,0,2,78076898,1709145593,0,0,2
"prometheus, remote-write",2819,1696621,registered,Channaveer Hakari,False,3,0,0,78076901,1709145584,2,10,23
"android, kotlin, gradle, android-jetpack-compose, dagger-hilt",1,18975656,registered,SzypkiAleWolnyIDK,False,14,0,0,78076370,1709145550,0,0,1
"solidity, prettier",1,23498013,registered,bluetheta,False,16,0,0,78076375,1709145477,0,0,1
polly,27152,23118,registered,hlovdal,False,4,0,0,78076892,1709145477,4,24,42
"linux, shell, embedded-linux",1,11128733,registered,Vinay kumar singh,False,8,0,0,78076872,1709145464,0,0,4
"terraform, terraform-provider-azure, terraform-variables",238,13093704,registered,Venki,True,11099,5,9,62994403,1709145437,1,2,11
"jsf, primefaces, primefaces-8.0",28,19904538,registered,Dev_Edimar FUll stack,False,5,0,0,78076887,1709145416,0,0,3
"reactjs, typescript, jsx",3,21392146,registered,Ademir J&#250;nior,True,34,2,0,78075573,1709145364,0,0,2
visual-studio-code,1,23481079,registered,Anthony Pate,False,5,0,-1,78076844,1709145334,0,0,1
"assembly, syntax, x86, cpu-registers",19,21004976,registered,AshokDavid,True,92,2,1,78055905,1709145331,0,0,3
"spring, caching, redis",7,23276655,registered,Kartik Pawde,False,9,0,0,78076877,1709145325,0,0,3
django,1534,7609684,registered,Jason Howard,True,19467,2,24,49711705,1709145321,1,3,18
"java, docker, maven",141,6426041,registered,Feras AlTuraigi,False,1975,1,0,75381741,1709145317,1,1,4
"c++, qt, qml, qtquick2, qpainter",30,8772302,registered,msinamsh,False,9,0,-3,78076880,1709145316,0,0,4
"c#, replace, copy, rename",39,2579618,registered,Matthew H,True,3358,1,0,17632543,1709145275,0,1,10
