Tag Value,Owner Reputation,Owner User ID,Owner User Type,Owner Display Name,Is Answered,View Count,Answer Count,Score,Question ID,Gold Badges,Silver Badges,Bronze Badges
"sql-server, connection-string",27,8070705,registered,steve_flynn,FALSE,26,1,0,78139971,0,0,6
"javascript, html, css, scroll, overlay",6893,3899126,registered,CraZyDroiD,TRUE,52049,8,20,47918560,2,6,17
"ios, swift, poloniex, starscream",22502,1784011,registered,Woodstock,TRUE,645,1,0,46634035,7,18,35
"ssh, scp, ssh-multiplexing",6251,1492471,registered,nullByteMe,TRUE,7360,2,9,15949316,2,7,18
"node.js, npm",11153,3342253,registered,Jan Nielsen,FALSE,8,1,0,78144116,2,14,29
graphviz,175,648597,registered,ozz,FALSE,24,1,0,78133408,0,1,10
"docker, google-app-engine, dockerfile, blazor, blazor-server-side",2672,1073742,registered,Dan Csharpster,FALSE,15,1,0,78137578,1,9,20
"electron, google-oauth, electron-builder, electron-packager, electron-forge",1,23505970,registered,MarcosLC,FALSE,6,0,0,78144131,0,0,2
"linux, macos, join, dplyr, uuid",33,4476230,registered,mtnrambler,FALSE,64,2,0,78088441,0,0,7
gradle,9980,1650674,registered,tir38,TRUE,7840,2,13,59493850,3,12,28
"xero-api, xero",56,6496609,registered,Andy Hilton,FALSE,5,0,0,78144125,0,0,4
"pandas, dataframe",1,23451276,registered,IamaNOOB,FALSE,14,0,0,78143408,0,0,2
"linux, installation, ansible",11,23576713,registered,Metre,FALSE,20,0,1,78140163,0,0,1
"python, amazon-web-services, amazon-s3, boto3",1,10609416,registered,Madhavi,FALSE,24,1,-1,78141908,0,0,2
"ios, swiftui, pdfkit, pdf-rendering",9031,4718413,registered,alionthego,FALSE,16,0,0,78144121,2,8,22
"amazon-web-services, amazon-iam, amazon-lightsail",3052,120440,registered,Angelo,FALSE,14,0,0,78142518,2,7,21
"python, inheritance",471,4555858,registered,Prateek Daniels,TRUE,38,1,0,78144080,1,2,13
"error-handling, nuxt.js, nuxt3, nuxt-auth",27,20796834,registered,Lucas,FALSE,81,1,0,77949732,0,0,4
"powershell, ubuntu, jenkins, vsphere, powercli",473,9035427,registered,VivaLaRobo,FALSE,21,0,0,78143905,0,2,7
"excel, vba, list",19,5746345,registered,Lefty099,FALSE,35,1,0,78143729,0,0,4
"python, windows, multithreading, interrupt",1953,2626865,registered,user19087,FALSE,17,0,0,78144102,1,7,13
"php, symfony",7734,1545904,registered,zizoujab,TRUE,202953,14,158,16846189,4,12,30
"spring, spring-security, oauth",1,20441825,registered,saratNULP,FALSE,12,0,-1,78144111,0,0,3
"python, database, sqlite, search, tagging",1,23564210,registered,user23564210,FALSE,17,0,0,78131342,0,0,1
"spring, spring-boot, graphql, spring-webflux",273,269418,registered,Fabien Coppens,FALSE,15,1,0,78143999,0,2,8
"python, pandas, xml, csv, parsing",41,23486108,registered,user23486108,FALSE,42,3,2,78143719,0,0,2
"kubernetes, google-kubernetes-engine, prometheus, google-cloud-stackdriver, hpa",26521,287976,registered,brandizzi,FALSE,27,1,0,78130483,4,20,36
azure-devops,2857,3845390,registered,NovaDev,FALSE,14,1,0,78144022,2,10,21
autohotkey,11974,5801,registered,Michael Kohne,FALSE,12,0,0,78144105,2,15,24
"python, android, kivy, buildozer",13,15681542,registered,Gilson Carvalho,FALSE,11,0,0,78144104,0,0,4
"mocha.js, cypress, alias",223,5429105,registered,Orbita1frame,TRUE,1933,2,4,74381450,0,2,10
"kubernetes, google-kubernetes-engine, prometheus, google-cloud-stackdriver, hpa",26521,287976,registered,brandizzi,FALSE,27,1,0,78130483,4,20,36
azure-devops,2857,3845390,registered,NovaDev,FALSE,14,1,0,78144022,2,10,21
autohotkey,11974,5801,registered,Michael Kohne,FALSE,12,0,0,78144105,2,15,24
"python, android, kivy, buildozer",13,15681542,registered,Gilson Carvalho,FALSE,11,0,0,78144104,0,0,4
"mocha.js, cypress, alias",223,5429105,registered,Orbita1frame,TRUE,1933,2,4,74381450,0,2,10
"swiftui, swift-playground",1,23582772,registered,The don,FALSE,20,0,-2,78144056,0,0,1
"python, dependency-injection, fastapi",675,4354987,registered,Ben,FALSE,15,0,0,78144101,1,4,12
"flutter, dart, format, filesize",1394,3545278,registered,leb1755,TRUE,1640,3,4,72219123,1,4,17
"mysql, node.js, typeorm",689,475680,registered,user475680,TRUE,7529,3,6,63827689,1,3,12
"c#, unit-testing, mstest, winui-3",165,10615247,registered,Woz9,TRUE,108,2,0,77500203,0,0,10
debian-bookworm,1,21301631,registered,BruuT,FALSE,6,0,0,78144094,0,0,2
"ssl, ssl-certificate, glassfish-4, glassfish-4.1",1,2796075,registered,Celso Javier,FALSE,9,0,0,78143244,0,0,1
"microsoft-teams, power-automate, microsoft-planner, ms-forms",21,18640220,registered,uboogie,FALSE,6,0,0,78144093,0,0,3
"amazon-web-services, amazon-s3, amazon-iam, aws-cli",661,2737210,registered,Piyush dhore,TRUE,105505,26,36,37903462,1,3,10
"r, naniar",3,22645679,registered,mlp206,FALSE,15,1,0,77895156,0,0,4
"google-apps-script, gmail",11740,45813,registered,Clay Bridges,FALSE,15,1,0,78143157,3,13,28
"javascript, jquery, css, mobile-safari, dom-events",819,1769650,registered,watt,TRUE,45231,9,25,24077725,1,3,13
"ruby, shell, interop",35788,25,registered,CodingWithoutComments,TRUE,645720,22,1262,2232,4,10,25
"flutter, android-studio, asynchronous, flutter-dependencies",1,23484463,registered,Hamdy Ousama,FALSE,21,1,0,78143119,0,0,1
"javascript, algorithm, math, logic",13,8191311,registered,Mabel,TRUE,48,1,1,78143161,0,0,4
"android, react-native",843,5148362,registered,Thomas Desdoits,TRUE,128174,23,84,51289587,1,3,5
"typescript, yarnpkg, hadoop-yarn",1,22356210,registered,Jiwoo,FALSE,5,0,0,78144082,0,0,2
"c++, boost, linker-errors, emscripten, boost-filesystem",119,16847511,registered,FromTheStackAndBack,TRUE,41,1,-1,78142515,0,0,5
"slack, slack-api, slack-block-kit, slack-webhooks, slack-integrations",94743,1223975,registered,Alexander Mills,FALSE,8,0,0,78143952,8,19,36
"sql, oracle, plsql",1,15092810,registered,Cristian Quesada,FALSE,32,1,0,78143702,0,0,1
"r, json, covr",585,10017159,registered,Ai4l2s,FALSE,50,1,3,72183031,0,1,7
"typescript, ethereum, ethers.js",1427,455570,registered,Esko918,FALSE,11,1,0,78143762,1,4,14
"c#, unit-testing, datetime, mstest, systemtime",11664,267153,registered,Pedro,TRUE,202704,24,216,2425721,4,8,18
"ide, pascal, freepascal",57,9582749,registered,Tobias,FALSE,27,0,1,78138447,0,0,4
"javascript, reactjs, typescript",3416,5711656,registered,user5711656,TRUE,25,1,0,78144018,1,4,13
"excel, vba, outlook, email-attachments",19,21037951,registered,lnzxl,TRUE,64,1,0,75290607,0,0,1
"amazon-web-services, amazon-bedrock",1554,10017890,registered,Rajib Deb,FALSE,135,1,0,77702180,1,5,17
git,18437,285546,registered,Dale Forester,TRUE,457569,23,710,2411031,4,5,14
"javascript, reactjs, react-hooks, jestjs",737,214676,registered,Andrew Cooper,TRUE,38,1,-2,78130145,1,3,13
"javascript, html, event-handling, undefined",3,23566620,registered,Learning corner,FALSE,21,2,0,78134604,0,0,1
"python, matplotlib, contour, colormap, contourf",415,2248721,registered,aries0152,FALSE,21,0,0,78143337,0,2,13
"java, properties",692,1282442,registered,mgmedick,TRUE,64,1,-2,78133631,0,2,11
"reactjs, react-redux, jestjs, redux-mock-store",2024,2695816,registered,BluePrint,FALSE,16,0,-1,78140166,1,3,16
"mypy, python-typing",2651,1159783,registered,David Reed,FALSE,20,0,1,78144060,2,7,16
"php, laravel",1,22873963,registered,Олег Баталов,TRUE,33,1,0,78143594,0,0,1
"mysql, json",357,3384980,registered,MediaFormat,FALSE,13,0,0,78144057,0,3,11
"android, google-nearby, google-nearby-connections",1,23575713,registered,정재현,FALSE,22,0,0,78139443,0,0,1
"flutter, dart",753,14295515,registered,LostTexan,TRUE,23,1,0,78143466,0,4,10
"typescript, firebase, google-cloud-firestore, google-cloud-functions",5625,9696675,registered,Constantin Beer,TRUE,624486,7,308,54884488,5,13,22
"android, adb, apk",8469,430278,registered,Finder,TRUE,693097,26,698,4032960,3,5,14
"swiftui, storekit",2288,277332,registered,Jack,FALSE,21,1,0,78143618,2,5,14
"python, django, asynchronous, django-rest-framework",87,6579956,registered,Justas Glodenis,TRUE,17,1,1,78144024,1,1,9
"javascript, google-sheets, google-apps-script",59,19037034,registered,Melo,FALSE,26,0,0,78143881,0,0,6
woocommerce,199,8785533,registered,yatgirl,TRUE,6529,4,1,46775225,0,1,10
"terraform, local-variables",933,15500282,registered,cosmos-1905-14,FALSE,25,0,0,78143621,1,2,12
"c#, unity-game-engine",1973,995218,registered,atkins,FALSE,190,1,3,66807151,0,6,21
"swiftui-navigationlink, swiftui-navigationview, swiftui-navigationstack",11,18971791,registered,viet anh nguyen,FALSE,18,0,0,78134319,0,0,2
"php, laravel, laravel-backpack, dd",67,18589063,registered,Kar Smt,TRUE,30580,4,6,71628958,1,1,3
"java, maven, intellij-idea",23,18693139,registered,creas443,FALSE,29,0,0,78143972,0,0,5
"c#, struct, default-constructor",1714,5728157,registered,andresantacruz,TRUE,6220,5,8,36604708,0,3,13
"javascript, node.js, firebase, google-cloud-platform, firebase-authentication",28,16574673,registered,Grantie,TRUE,14,1,0,78143963,0,0,5
"javascript, jquery, algorithm, flood-fill",45535,1762224,registered,Mr. Polywhirl,FALSE,23,1,0,78141597,7,22,41
"node.js, express, electron, ejs, electron-builder",141,1637561,registered,Justin,FALSE,16,0,0,78143942,1,1,8
stm32,1,23582660,registered,JeHeeYu,FALSE,19,0,0,78143988,0,0,1
"json, toml, wrangler",34010,1352288,registered,Mitya,FALSE,51,1,0,77595709,6,14,32
"reactjs, typescript, tailwind-css, remix.run",31,22192804,registered,Michael Young,TRUE,603,1,3,76640316,0,0,1
"sql, sql-server, pivot",20699,7607190,registered,Jun-07,TRUE,35,1,-1,78143820,5,12,23
"spring, spring-boot",528,18558424,registered,Abe,FALSE,14,0,0,78144025,0,3,13
"ethereum, solidity, remix-ide",1,11684344,registered,Rakshith,FALSE,283,3,0,76597217,0,0,1
"python, console, emoji",492,6597296,registered,bontchev,TRUE,18,1,0,78143969,1,3,12
"vuejs3, webstorm",775,2622368,registered,wgf4242,FALSE,19,1,0,78135109,1,3,11
"modal-dialog, remix.run",3,12975159,registered,khaisar muksid,TRUE,1368,4,0,74092793,0,0,3
"android, unity-game-engine, gradle",1,23097574,registered,DreamShake13,FALSE,97,1,0,77729062,0,0,1
"typescript, types, enums",29,16284099,registered,lolflexgameplays,FALSE,6,0,1,78144020,0,0,3
"git, github, bfg-repo-cleaner",75,1422290,registered,Redwing19,FALSE,34,0,0,78131161,0,0,7
"postgresql, change-password",27196,353217,registered,Saad,TRUE,2586229,30,1834,12720967,3,5,16
"dart, version, flutter",3473,8637708,registered,user8637708,TRUE,251200,8,166,54956813,2,5,12
remix-ide,15,13926362,registered,blockchainstephen,TRUE,10303,8,-1,62887561,1,1,2
"php, laravel, laravel-migrations",528,2603126,registered,Mahammad Isgandarli,TRUE,12352,6,11,42511841,1,5,14
"c#, asynchronous, timer, task-parallel-library",311,8436290,registered,Nicolas REY,FALSE,76,2,0,78130282,0,2,11
"wordpress, menu",1,9954250,registered,phn221181,FALSE,8,0,0,78144013,0,0,2
"javascript, ruby, ruby-on-rails-7, stimulusjs, import-maps",121,20124833,registered,baconsocrispy,TRUE,6478,7,3,73902158,0,2,7
"python, json, themoviedb-api",19,7528700,registered,r01_mage,TRUE,64,1,0,78134543,0,1,10
"python, python-3.x, logging",330,9566887,registered,antwilson1720,TRUE,127068,6,28,49580313,1,3,7
"c, aes-gcm",31,23548632,registered,exomm,FALSE,49,0,1,78142755,0,0,2
"css, position, sticky",41,19406793,registered,KendrixArgon,TRUE,4263,2,4,72742581,0,1,2
"javascript, amazon-web-services, aws-amplify, aws-amplify-cli",53,15467590,registered,PleaseDontHurtMe.jpeg,FALSE,17,0,0,78118667,0,0,9
"task, ipc, freertos",2677,534362,registered,travelboy,FALSE,23,1,0,78120934,1,3,14
"google-cloud-platform, google-cloud-run, google-cloud-build, google-secret-manager",6047,10686620,registered,CCCC,FALSE,50,1,0,78138170,2,5,14
"blockchain, ganache, remix-ide",1,23189305,registered,user23189305,FALSE,79,0,-1,77750895,0,0,1
"reactjs, django, docker, redis, celery",3451,1008933,registered,Axil,FALSE,135,1,1,78094391,2,7,20
programming-languages,1,23582591,registered,AlesandroKR,FALSE,13,1,0,78143955,0,0,1
"machine-learning, jetbrains-ide, rapids, dataspell, cuml",1,16200932,registered,Prateek Awate,FALSE,21,1,0,78136820,0,0,3
"css, position, sticky",41,19406793,registered,KendrixArgon,TRUE,4263,2,4,72742581,0,1,2
"javascript, amazon-web-services, aws-amplify, aws-amplify-cli",53,15467590,registered,PleaseDontHurtMe.jpeg,FALSE,17,0,0,78118667,0,0,9
"task, ipc, freertos",2677,534362,registered,travelboy,FALSE,23,1,0,78120934,1,3,14
"google-cloud-platform, google-cloud-run, google-cloud-build, google-secret-manager",6047,10686620,registered,CCCC,FALSE,50,1,0,78138170,2,5,14
"blockchain, ganache, remix-ide",1,23189305,registered,user23189305,FALSE,79,0,-1,77750895,0,0,1
"reactjs, django, docker, redis, celery",3451,1008933,registered,Axil,FALSE,135,1,1,78094391,2,7,20
programming-languages,1,23582591,registered,AlesandroKR,FALSE,13,1,0,78143955,0,0,1
"machine-learning, jetbrains-ide, rapids, dataspell, cuml",1,16200932,registered,Prateek Awate,FALSE,21,1,0,78136820,0,0,3
"rust, rust-sqlx",3391,12303851,registered,Finlay Weber,FALSE,295,1,1,76278075,2,4,15
"python, web-scraping",151,4356954,registered,dato,TRUE,38,1,1,78143411,0,0,7
"sql, sql-server",57,10553930,registered,EricALionsFan,FALSE,44,1,0,78142013,0,0,7
"javascript, node.js, github-actions, github-pages, nodejs-express-server",6384,610422,registered,Slava Lishnevsky,TRUE,25,1,-4,78143907,1,8,20
"javascript, node.js, express, cpanel, web-hosting",1,23493507,registered,ryana,FALSE,13,0,0,78143973,0,0,1
"html, reactjs, typescript, internationalization, i18next",117,10958607,registered,Rodrigo Fernandes,FALSE,24553,3,4,66809494,1,1,7
"angular, ionic2, angular2-testing",81,8348978,registered,user8348978,FALSE,11383,1,2,45252158,1,1,7
"mysql, phpmyadmin, passwords, configuration-files",301,3329427,registered,iHaveAQuestion,FALSE,9053,1,1,22388576,1,2,10
"c#, ssis, windows-services, sql-server-2008-r2",345,2519971,registered,user2519971,FALSE,8683,1,0,17567958,1,2,9
"ruby-on-rails, postgresql",728,5511391,registered,Bye,TRUE,1962,2,6,40966029,0,4,15
"jira, jql",3,11478144,registered,RIO-NOS,FALSE,6,0,0,78143989,0,0,5
"import, yellowbrick",31,23312426,registered,HeinzenLeo,FALSE,3,0,0,78143992,0,0,3
"java, x11, jna",433,1930441,registered,robbie.huffman,TRUE,20,2,0,78090903,0,3,12
react-native,23,19637038,registered,SJH8730,FALSE,19,0,0,78139629,0,0,5
"pdf, acrobat",11,4320824,registered,ermeglio,TRUE,123,1,1,78071274,0,0,2
"javascript, reactjs, typescript, object",325,11831942,registered,10-May,FALSE,11,1,0,78143789,1,3,13
"rabbitmq, masstransit",6281,6357360,registered,meJustAndrew,FALSE,20,1,1,77899393,5,16,36
"node.js, npm, npm-install, package.json",325,16836348,registered,his dudeness,FALSE,784,1,1,75748635,0,3,12
"xamarin.forms, ivalueconverter",5708,121097,registered,TheBlueSky,FALSE,264,2,0,63971368,2,9,24
"docker, github, github-actions, github-actions-self-hosted-runners, github-actions-runners",39447,616460,registered,Jason C,FALSE,18,0,1,78143076,8,24,43
"python, import, fast-ai",12137,1603480,registered,Jean-Francois T.,TRUE,655,3,0,67232721,2,16,30
"java, intellij-idea",1891,10210511,registered,J. Blackadar,TRUE,149768,11,53,52411697,1,6,16
"python, postgresql, pandas",8075,4541548,registered,Kevin,TRUE,46529,3,36,35202981,5,11,25
"ms-word, formatting",5215,6401403,registered,Michael,TRUE,36,1,0,78134273,2,6,21
"javascript, typescript, next.js, vercel, next-intl",83,18782436,registered,Alberto Enr&#237;quez,FALSE,14,0,-1,78143978,1,1,7
"html, angular, typescript, tabindex",3859,1193148,registered,Marcelo Tataje,FALSE,20,1,0,78143913,1,8,22
"excel, excel-formula, dax, powerquery",11,23580194,registered,Ogre Sasqwatch,FALSE,52,1,1,78142502,0,0,3
"nginx, memory-pool",11,14324363,registered,Gavin Tian,FALSE,8,0,0,78143976,0,0,1
"c++, cuda",363,3790956,registered,wondering,TRUE,4211,3,11,24498140,0,2,9
"java, css, web, hyperlink",1,20274525,registered,Глеб ,FALSE,8,0,0,78143959,0,0,1
"linux, debian, openvpn, apparmor",309,1200796,registered,Ph&#246;nixGeist,FALSE,18,0,0,78134251,0,2,11
"ios, firebase, crash, exc-bad-access, nanopb",633,3469596,registered,Andrey Solovyov,TRUE,352,2,3,78122789,0,3,16
"amazon-web-services, continuous-integration, continuous-deployment, aws-codepipeline, aws-codebuild",273,7919181,registered,Nephilimrising,TRUE,15987,5,14,47264793,1,2,10
"ngrx, ngrx-component-store, component-store",3,2842923,registered,p2s,TRUE,39,1,0,78126974,0,0,2
"python, shutil",1830,4186589,registered,ZZzzZZzz,TRUE,4067,1,3,44335801,1,6,18
"spring-boot, netflix-eureka",29,17563314,registered,Mohamed Amin Hkimi,TRUE,67,1,-1,77384513,0,0,3
"r, regression, linear-regression, interaction, fixest",615,18574641,registered,fl&#226;neur,FALSE,16,0,0,78143967,0,2,12
reactjs,29,21364419,registered,Nour,TRUE,11077,7,1,76212719,1,1,3
"javascript, go, axios, abortcontroller",1055,1363715,registered,Noon Time,FALSE,33,0,3,78143938,0,5,14
"laravel, intellij-idea, phpunit, phpstorm",4327,267280,registered,mikebridge,FALSE,23,1,0,78142592,2,8,19
"python, visual-studio-code, openai-api",25,17966622,registered,Gregorius Alvin,TRUE,6942,2,2,72163493,0,1,5
"python, matplotlib",141,22754785,registered,Lereu,FALSE,57,3,1,78143555,0,0,4
"amazon-web-services, bash, amazon-ec2, wget, minecraft",1,22955357,registered,walterH,FALSE,13,0,-1,78138886,0,0,1
"typescript, svelte",1621,13886104,registered,Jos&#233; Ram&#237;rez,TRUE,30,1,1,78137587,0,3,10
"python, c, numpy, python-c-api, numpy-ufunc",75,12096485,registered,Aaron Earle-Richardson,FALSE,28,1,1,78143534,0,0,5
vscode-extensions,18267,1715673,registered,Peter Wone,FALSE,7,0,0,78143960,5,13,30
"javascript, regex, comments",1946,50299,registered,plemarquand,TRUE,13881,8,31,15463257,2,6,13
"postgresql, postgis, database-partitioning",49,3166552,registered,Javier,FALSE,607,1,1,72134455,0,0,6
"shopware, shopware6",484,431684,registered,J&#252;rgen H&#246;rmann,TRUE,955,2,5,73064576,0,3,16
"excel, vba, password-protection",3,17571908,registered,AllanA,TRUE,151,1,0,70200758,0,0,2
"reactjs, react-router",49,17726891,registered,Руслан Василев,FALSE,17,0,0,78143817,0,0,5
"scheme, chicken-scheme",1387,101326,registered,anru ,FALSE,21,0,0,78143940,1,3,12
"c#, .net, missingmethodexception",1,20934699,registered,Masa_97,FALSE,22,0,-1,78143886,0,0,2
html,3822,2649093,registered,Micka&#235;l,TRUE,45744,3,74,21715162,2,6,18
"flutter, flutter-go-router",227,2232305,registered,user2232305,FALSE,24,0,-1,78134285,0,2,11
"sql, sql-server",27,2125504,registered,mackaboogie,TRUE,23,1,0,78143794,0,0,5
typescript,2708,4185992,registered,Sasgorilla,TRUE,614,3,0,74246546,1,7,16
"machine-learning, neural-network, conv-neural-network, classification, lstm",1,20564816,registered,LittleLamb,FALSE,13,0,-1,78143946,0,0,3
"ruby-on-rails, unicorn",15986,6962,registered,Henrik N,TRUE,3723,2,2,23063997,4,11,27
"android, maui, amazon-device-messaging",113,1831239,registered,ThomasMalloch13,TRUE,28,2,0,78130715,0,1,6
"c#, game-development, unityscript",1,23582378,registered,Bodzik,FALSE,19,0,0,78143918,0,0,2
milvus,69,8871687,registered,Xingdi,FALSE,39,1,0,77904452,0,0,5
"brightness, samsung-galaxy, screen-brightness",711,2051870,registered,swv,FALSE,14,1,0,77994271,1,3,13
"java, json, jolt",1,8018535,registered,pcoder,FALSE,10,0,0,78143936,0,0,1
"vba, excel",181,7322437,registered,jallington,TRUE,342,3,2,49411065,0,1,9
"python, setuptools",11,16660644,registered,Tom Archer,FALSE,14,0,1,78143933,0,0,2
"javascript, vuejs3, vitest",2936,12369920,registered,Riza Khan,FALSE,22,1,0,78136600,3,9,20
python,13,22552797,registered,Alexis Bensky,TRUE,42,3,1,78143513,0,0,3
"reactjs, react-native, react-navigation",1,23284921,registered,sai,FALSE,68,0,0,78134125,0,0,2
